Bib #,First Name,Last Name,M/F,Home Town,State,Country,Nationality,Event,Age,Bib,Wave,Status,Time,Note,# Finishes,# 48h,# 36h
33,Jared,Buchanan,M,Ellington,Connecticut,United States,United States,2023 Badwater 135,33,33,2100,FIN,40:15:37,,1,1,
73,Kip,Buck,M,,,United States,United States,2001 Badwater 135,49,73,1000,FIN,49:28:40,,1,,
34,Kip,Buck,M,,,United States,United States,2002 Badwater 135,50,34,800,DNF,,,1,,
54,Kip,Buck,M,Beaverton,Oregon,United States,United States,2006 Badwater 135,54,54,600,DNF,,,1,,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2011 Badwater 135,51,51,600,FIN,43:40:51,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2012 Badwater 135,52,51,600,FIN,43:29:47,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2013 Badwater 135,53,51,600,FIN,46:47:38,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2014 Badwater 135,54,51,600,FIN,46:50:34,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2015 Badwater 135,55,51,2000,FIN,41:29:09,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2016 Badwater 135,56,51,2000,FIN,45:00:15,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2018 Badwater 135,58,51,2000,DNF,,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2019 Badwater 135,59,51,2000,FIN,47:34:29,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2021 Badwater 135,61,51,2000,FIN,45:04:16,,8,8,
51,Kimberlie,Budzik,F,Friendswood,Texas,United States,United States,2022 Badwater 135,62,51,2000,DNF,,,8,8,
101,Shaun,Burke,M,Durango,Colorado,United States,United States,2023 Badwater 135,36,101,2200,FIN,27:32:46,,1,1,1
73,Adam,Burnett,M,Thornhill,Ontario,Canada,Canada,2016 Badwater 135,43,73,2300,FIN,35:45:30,,1,1,1
61,Steve,Burrows,M,,,Canada,Canada,2002 Badwater 135,51,61,1000,DNF,,,,,
52,Sandra,Burruss,F,San Jose,California,United States,United States,2016 Badwater 135,43,52,2130,FIN,36:35:37,,2,2,1
52,Sandra,Burruss,F,San Jose,California,United States,United States,2017 Badwater 135,44,52,2130,FIN,34:34:43,,2,2,1
41,David,Bursler,M,Bear,Delaware,United States,United States,2006 Badwater 135,41,41,1000,FIN,44:55:46,,1,1,
45,Bonnie,Busch,F,,Iowa,United States,United States,2003 Badwater 135,45,45,600,FIN,46:04:26,,5,5,
13,Bonnie,Busch,F,Bettendorf,Iowa,United States,United States,2007 Badwater 135,49,13,800,FIN,40:29:16,,5,5,
45,Bonnie,Busch,F,Bettendorf,Iowa,United States,United States,2011 Badwater 135,53,45,800,FIN,40:01:09,,5,5,
45,Bonnie,Busch,F,Bettendorf,Iowa,United States,United States,2015 Badwater 135,57,45,2000,FIN,46:32:58,,5,5,
45,Bonnie,Busch,F,Bettendorf,Iowa,United States,United States,2019 Badwater 135,61,45,2000,FIN,41:02:19,,5,5,
45,Bonnie,Busch,F,Bettendorf,Iowa,United States,United States,2023 Badwater 135,65,45,2000,DNF,,,5,5,
58,David,Bushroe,M,Bellbrook,Ohio,United States,United States,2023 Badwater 135,58,58,2000,FIN,45:51:42,,1,1,
75,Bill,Butcher,M,Fairview,North Carolina,United States,United States,2011 Badwater 135,46,75,600,FIN,41:28:19,,1,1,
27,John,Butterick,M,,Florida,United States,United States,2004 Badwater 135,53,27,800,FIN,51:43:55,,3,1,
18,John,Butterick,M,,Florida,United States,United States,2005 Badwater 135,54,18,800,FIN,51:11:27,,3,1,
57,John,Butterick,M,Tampa,Florida,United States,United States,2008 Badwater 135,57,57,600,FIN,41:36:00,,3,1,
57,John,Butterick,M,Tampa,Florida,United States,United States,2009 Badwater 135,58,57,800,DNF,,,3,1,
64,Corrado,Buzzolan,M,Santorso,,Italy,Italy,2019 Badwater 135,54,64,2130,FIN,40:56:03,,1,1,
63,Gerard,Cain,M,,Île-de-France,France,France,2005 Badwater 135,49,63,1000,FIN,42:46:22,,1,1,
12,Chris,Calimano,M,Staten Island,New York,United States,United States,2019 Badwater 135,37,12,2130,FIN,38:56:41,,1,1,
4,Eduardo,Calisto,M,Resende,Rio de Janeiro,Brazil,Brazil,2013 Badwater 135,34,4,1000,FIN,38:53:00,,1,1,
67,Cas,Camara,M,Windermere,Florida,United States,Brazil,2009 Badwater 135,46,67,600,DNF,,,,,
30,Amy,Campbell,F,Auckland,Auckland,New Zealand,New Zealand,2013 Badwater 135,30,30,1000,FIN,36:32:38,,1,1,
60,Mary,Campilongo,F,San Diego,California,United States,United States,2000 Badwater 135,42,60,1000,FIN,59:58:13,,1,,
76,Patrick,Cande,M,,,French Polynesia,France,2003 Badwater 135,46,76,800,FIN,43:41:59,,2,2,1
76,Patrick,Cande,M,,Île-de-France,France,France,2005 Badwater 135,48,76,800,FIN,34:13:21,,2,2,1
34,Joaquin,Candel,M,Henderson,Nevada,United States,Spain,2015 Badwater 135,45,34,2130,FIN,42:55:23,,1,1,
6,Ruben R.,Cantu,M,Santee,California,United States,United States,2000 Badwater 135,57,6,600,FIN,42:53:25,,6,5,
6,Ruben R.,Cantu,M,,,United States,United States,2001 Badwater 135,58,6,600,FIN,42:22:27,,6,5,
35,Ruben R.,Cantu,M,,,United States,United States,2002 Badwater 135,59,35,800,FIN,45:56:52,,6,5,
6,Ruben R.,Cantu,M,,California,United States,United States,2003 Badwater 135,60,6,600,FIN,45:54:01,,6,5,
6,Ruben R.,Cantu,M,,California,United States,United States,2004 Badwater 135,61,6,600,FIN,43:44:36,,6,5,
6,Ruben R.,Cantu,M,,California,United States,United States,2005 Badwater 135,62,6,600,DNF,,,6,5,
6,Ruben R.,Cantu,M,Atoka,Tennessee,United States,United States,2009 Badwater 135,66,6,600,FIN,,,6,5,
27,Leslie,Carboni,F,Sacramento,California,United States,United States,2018 Badwater 135,44,27,2000,DNF,,,1,1,
72,Leslie,Carboni,F,Sacramento,California,United States,United States,2021 Badwater 135,47,72,2000,FIN,42:10:36,,1,1,
31,David,Carder,M,Cumming,Georgia,United States,United States,2018 Badwater 135,55,31,2000,FIN,44:34:12,,1,1,
67,Steven,Carr,M,Huntsville,Alabama,United States,United States,2018 Badwater 135,51,67,2300,FIN,29:20:44,,1,1,1
33,Elizabeth,Carrion,F,Fair Lawn,New Jersey,United States,United States,2009 Badwater 135,33,33,1000,FIN,35:23:19,,1,1,1
,Carol,Carter,F,San Diego,California,United States,United States,1990 Badwater 135,N/A,,PM,FIN,65:18:34,"*PM Start Time, Not AM.",1,,
42,Dave,Carver,M,London,Ontario,Canada,Canada,2012 Badwater 135,50,42,1000,FIN,32:10:31,,1,1,1
,Angelika,Castaneda,F,,,United States,Austria,1989 Badwater 135,N/A,,PM,FIN,66:00:00,"*PM Start Time, Not AM.",4,3,
,Angelika,Castaneda,F,La Jolla,California,United States,Austria,1990 Badwater 135,N/A,,PM,FIN,39:27:00,"*PM Start Time, Not AM.",4,3,
,Angelika,Castaneda,F,,,United States,Austria,1991 Badwater 135,N/A,,PM,FIN,40:05:10,"*PM Start Time, Not AM.",4,3,
,Angelika,Castaneda,F,,California,United States,Austria,1999 Badwater 135,N/A,,AM,FIN,36:58:00,New Women's AM Course Record. Won DV Cup.,4,3,
40,Patrick,Castello,M,Kaneohe,Hawaii,United States,United States,2016 Badwater 135,40,40,2130,FIN,43:34:39,,1,1,
32,Alexandre,Castello Branco,M,Rio de Janeiro,,Brazil,Brazil,2022 Badwater 135,40,32,2000,DNF,,,1,1,
32,Alexandre,Castello Branco,M,Rio de Janeiro,,Brazil,Brazil,2023 Badwater 135,41,32,2000,FIN,39:56:08,,1,1,
73,David,Castro,M,Marathon,Florida,United States,United States,2022 Badwater 135,49,73,2000,DNF,,,1,1,
73,David,Castro,M,Marathon,Florida,United States,United States,2023 Badwater 135,50,73,2000,FIN,43:33:47,,1,1,
23,Chris,Cavanaugh,M,Cincinnati,Ohio,United States,United States,2022 Badwater 135,51,23,2130,FIN,34:00:30,,1,1,1
58,Bethany,Cazenave,F,Santa Rosa Beach,Florida,United States,United States,2021 Badwater 135,58,58,2000,FIN,45:51:17,,1,1,
14,Alfonso,Chan,M,Colleyville,Texas,United States,United States,2013 Badwater 135,43,14,600,DNF,,,,,
88,Susie,Chan,F,Bordon,,United Kingdom,United Kingdom,2023 Badwater 135,48,88,2100,FIN,41:27:54,,1,1,
10,Pamela,Chapman-Markle,F,SanLeon,Texas,United States,United States,2016 Badwater 135,60,10,2000,FIN,41:02:04,,6,6,3
10,Pamela,Chapman-Markle,F,SanLeon,Texas,United States,United States,2017 Badwater 135,61,10,2000,FIN,35:48:31,,6,6,3
10,Pamela,Chapman-Markle,F,San Leon,Texas,United States,United States,2018 Badwater 135,62,10,2130,FIN,34:30:53,,6,6,3
10,Pamela,Chapman-Markle,F,San Leon,Texas,United States,United States,2019 Badwater 135,63,10,2130,FIN,34:03:47,,6,6,3
10,Pamela,Chapman-Markle,F,SanLeon,Texas,United States,United States,2022 Badwater 135,66,10,2000,FIN,44:09:55,,6,6,3
10,Pamela,Chapman-Markle,F,SanLeon,Texas,United States,United States,2023 Badwater 135,67,10,2000,FIN,39:15:50,,6,6,3
43,Dominique,Charton,M,Chalon sur Saone,Île-de-France,France,France,2006 Badwater 135,43,43,800,DNF,,,,,
40,Mauro,Chasilew,M,Rio Rio de Janeiro,Rio de Janeiro,Brazil,Brazil,2009 Badwater 135,40,40,600,FIN,,,1,,
86,Reuben,Cheang,M,Singapore,,Singapore,Singapore,2014 Badwater 135,49,86,600,FIN,42:16:27,,1,1,
100,Rick,Cheever,M,Flagstaff,Arizona,United States,United States,2009 Badwater 135,26,100,600,DNF,,,,,
18,Lori,Chekal,F,Lynnfield,Massachusetts,United States,United States,2021 Badwater 135,44,18,2000,FIN,45:14:07,,1,1,
46,Lori,Chekal,F,Lynnfield,Massachusetts,United States,United States,2023 Badwater 135,46,46,2200,DNF,,,1,1,
6,George,Chmiel,M,San Diego,California,United States,United States,2021 Badwater 135,40,6,2300,DNF,,,,,
,Don,Choi,M,,,United States,United States,1991 Badwater 135,N/A,,PM,FIN,44:48:20,"*PM Start Time, Not AM.",1,1,
36,Ludovic,Chorgnon,M,La Ville Aux Clercs,,France,France,2007 Badwater 135,36,36,800,FIN,44:54:09,,1,1,
,Jack,Christian,M,Hammon,Oklahoma,United States,United States,1990 Badwater 135,37,,PM,FIN,36:56:00,"*PM Start Time, Not AM.",2,2,1
,Jack,Christian,M,,,United States,United States,1991 Badwater 135,38,,PM,FIN,30:39:25,"*PM Start Time, Not AM.",2,2,1
,Jack,Christian,M,,,United States,United States,1992 Badwater 135,39,,PM,DNF,,"*PM Start Time, Not AM.",2,2,1
,Odin,Christiansen,M,Denver,Colorado,United States,United States,1990 Badwater 135,N/A,,PM,FIN,38:42:00,"*PM Start Time, Not AM.",2,2,
,Odin,Christiansen,M,,,United States,United States,1991 Badwater 135,N/A,,PM,FIN,38:40:35,"*PM Start Time, Not AM.",2,2,
74,Alberto,Ciabattini,M,,,Italy,Italy,2001 Badwater 135,56,74,1000,FIN,49:41:30,,1,,
88,Pedro,Cianfaranni,M,Sao Paulo,Sao Paulo,Brazil,Brazil,2018 Badwater 135,50,88,2130,FIN,41:01:20,,1,1,
26,Michal,Cinciala,M,Olomouc,Olomoucky Kraj,Czech Republic,Czech Republic,2019 Badwater 135,46,26,2000,FIN,36:48:08,,1,1,
78,Benjamin,Clark,M,Fargo,North Dakota,United States,United States,2011 Badwater 135,20,78,600,FIN,41:14:30,,1,1,
22,David,Clark,M,Lafayette,Colorado,United States,United States,2013 Badwater 135,42,22,800,FIN,41:24:50,,2,2,
22,David,Clark,M,Lafayette,Colorado,United States,United States,2014 Badwater 135,43,22,700,DNF,,,2,2,
22,David,Clark,M,Lafayette,Colorado,United States,United States,2015 Badwater 135,44,22,2130,FIN,40:26:40,,2,2,
33,Tony,Clark,M,Wichita,Kansas,United States,United States,2011 Badwater 135,33,33,1000,FIN,34:17:58,,3,3,1
33,Tony,Clark,M,Wichita,Kansas,United States,United States,2012 Badwater 135,34,33,1000,FIN,38:20:44,,3,3,1
37,Tony,Clark,M,Augusta,Kansas,United States,United States,2015 Badwater 135,37,37,2130,FIN,39:53:11,,3,3,1
47,Carl,Cleveland,M,Overland Park,Kansas,United States,United States,2014 Badwater 135,47,47,700,FIN,35:54:45,,1,1,1
,Eric,Clifton,M,,,United States,United States,1997 Badwater 135,N/A,,AM,DNF,,,1,1,1
,Eric,Clifton,M,,,United States,United States,1998 Badwater 135,N/A,,AM,DNF,,,1,1,1
,Eric,Clifton,M,,New Mexico,United States,United States,1999 Badwater 135,N/A,,AM,FIN,27:49:00,New Men's AM Course Record,1,1,1
96,Juan Jose,Coassolo,M,Crespo,,Argentina,Argentina,2023 Badwater 135,47,96,2100,FIN,33:04:42,,1,1,1
57,David,Coats,M,Houston,Texas,United States,United States,2012 Badwater 135,51,57,600,FIN,40:45:06,,2,2,
57,David,Coats,M,Houston,Texas,United States,United States,2014 Badwater 135,53,57,600,DNF,,,2,2,
57,David,Coats,M,Houston,Texas,United States,United States,2016 Badwater 135,55,57,2000,FIN,37:23:34,,2,2,
57,David,Coats,M,Houston,Texas,United States,United States,2017 Badwater 135,56,57,2000,DNF,,,2,2,
57,David,Coats,M,Houston,Texas,United States,United States,2018 Badwater 135,57,57,2000,DNF,,,2,2,
31,Mark,Cockbain,M,,Aberdeen,United Kingdom,United Kingdom,2003 Badwater 135,31,31,800,FIN,54:01:13,,4,2,
32,Mark,Cockbain,M,,Aberdeen,United Kingdom,United Kingdom,2005 Badwater 135,32,32,600,FIN,47:48:56,,4,2,
35,Mark,Cockbain,M,East Hunsbury,Northampton,United Kingdom,United Kingdom,2007 Badwater 135,35,35,800,FIN,46:12:14,,4,2,
36,Mark,Cockbain,M,Rowlands Gill,Tyne,United Kingdom,United Kingdom,2009 Badwater 135,36,36,800,FIN,52:29:46,Time on course not affected by the fire.,4,2,
23,Dave,Cockman,M,Cary,North Carolina,United States,United States,2016 Badwater 135,58,23,2000,FIN,45:48:58,,1,1,
40,Ethan,Coffey,M,Knoxville,Tennessee,United States,United States,2023 Badwater 135,40,40,2100,FIN,45:18:39,,1,1,
,Marty,Coffey,M,,,United States,United States,1994 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",1,,
,Marty,Coffey,M,,,United States,United States,1995 Badwater 135,N/A,,PM,FIN,48:58:10,"*PM Start Time, Not AM.",1,,
17,Laura,Cole,F,Brooksville,Florida,United States,United States,2023 Badwater 135,54,17,2000,FIN,44:03:34,,1,1,
28,Matthew,Collins,M,Philadelphia,Pennsylvania,United States,United States,2019 Badwater 135,28,28,2300,FIN,31:53:21,,1,1,1
30,Christian,Colque,M,Cordoba,,Argentina,Argentina,2014 Badwater 135,40,30,800,FIN,34:17:24,,1,1,1
64,Carles,Conill,M,Barcelona,Cata,Spain,Spain,2009 Badwater 135,26,64,600,FIN,53:05:06,Lost 9 hours due to forest fire. Earned a sub-48 hour buckle.,1,,
54,Adam,Connor,M,Artarmon,,Australia,Australia,2017 Badwater 135,50,54,2130,FIN,42:39:10,,1,1,
15,Maree,Connor,F,Lambton,,Australia,Australia,2023 Badwater 135,43,15,2200,FIN,27:49:26,,1,1,1
82,Kelaine,Conochan,F,Washington,District of Columbia,United States,United States,2021 Badwater 135,38,82,2000,FIN,37:37:38,,1,1,
32,Francesca,Conte,F,,Virginia,United States,Italy,2004 Badwater 135,32,32,1000,FIN,44:54:00,,1,1,
61,Ethel,Cook,F,Phoenixville,Pennsylvania,United States,United States,2012 Badwater 135,47,61,600,FIN,43:42:20,,1,1,
68,Patricia,Cook,F,,Missouri,United States,United States,2003 Badwater 135,51,68,600,FIN,48:31:13,,1,,
26,William,Cook,M,Santa Monica,California,United States,United States,2008 Badwater 135,39,26,800,FIN,38:54:23,,1,1,
18,Iris,Cooper,F,Toronto,Ontario,Canada,Switzerland,2009 Badwater 135,50,18,800,FIN,52:09:23,"Lost 13 hours, 40 minutes due to forest fire. Earned a sub-48 hour buckle.",4,3,2
18,Iris,Cooper,F,Toronto,Ontario,Canada,Switzerland,2010 Badwater 135,51,18,800,FIN,35:21:52,,4,3,2
18,Iris,Cooper,F,Toronto,Ontario,Canada,Switzerland,2011 Badwater 135,52,18,800,FIN,29:51:23,,4,3,2
18,Iris,Cooper,F,Toronto,Ontario,Canada,Switzerland,2013 Badwater 135,54,18,1000,FIN,36:42:40,,4,3,2
,Louise,Cooper,F,,California,United States,United States,1999 Badwater 135,45,,AM,FIN,40:14:00,2nd female,2,2,
49,Louise,Cooper,F,,California,United States,United States,2003 Badwater 135,49,49,800,FIN,39:22:14,,2,2,
79,Thierry,Corbarieu,M,Lagrace Dieu,Île-de-France,France,France,2011 Badwater 135,42,79,1000,DNF,,,1,1,
79,Thierry,Corbarieu,M,Lagrace Dieu,Haute-Garonne,France,France,2012 Badwater 135,43,79,1000,FIN,42:34:45,,1,1,
33,Catra,Corbett,F,Fremont,California,United States,United States,2017 Badwater 135,52,33,2000,FIN,42:39:57,,2,2,
33,Catra,Corbett,F,Bishop,California,United States,United States,2019 Badwater 135,54,33,2000,FIN,46:04:02,,2,2,
17,Leigh,Corbin,F,Murrieta,California,United States,United States,2009 Badwater 135,48,17,600,FIN,53:17:17,Lost 7 hours due to forest fire. Earned a sub-48 hour buckle.,1,,
44,Sergio,Cordeiro,M,,Distrito Federal,Brazil,Brazil,2003 Badwater 135,49,44,1000,FIN,40:03:44,,1,1,
46,John,Corey,M,Cincinnati,Ohio,United States,United States,2014 Badwater 135,46,46,600,FIN,40:36:51,,3,3,
46,John,Corey,M,Cincinnati,Ohio,United States,United States,2016 Badwater 135,48,46,2130,FIN,42:59:18,,3,3,
46,John,Corey,M,Cincinnati,Ohio,United States,United States,2018 Badwater 135,50,46,2130,DNF,,,3,3,
46,John,Corey,M,Cincinnati,Ohio,United States,United States,2021 Badwater 135,53,46,2130,FIN,42:56:21,,3,3,
47,David,Corfman,M,Cincinnati,Ohio,United States,United States,2010 Badwater 135,47,47,800,FIN,35:54:18,,1,1,1
17,Marylou,Corino,F,Georgetown,Ontario,Canada,Canada,2013 Badwater 135,35,17,600,FIN,33:12:46,,2,2,1
40,Marylou,Corino,F,Georgetown,Ontario,Canada,Canada,2018 Badwater 135,40,40,2300,FIN,41:28:20,,2,2,1
54,William,Corley,M,Lake Worth,Florida,United States,United States,2016 Badwater 135,54,54,2000,FIN,33:25:14,,1,1,1
8,Breanna,Cornell,F,Florence,Alabama,United States,United States,2015 Badwater 135,22,8,2130,FIN,44:58:21,,1,1,
25,Amy,Costa,F,Jacksonville,Florida,United States,United States,2013 Badwater 135,48,25,1000,FIN,38:40:54,,9,9,4
25,Amy,Costa,F,Jacksonville,Florida,United States,United States,2014 Badwater 135,49,25,800,FIN,30:36:44,,9,9,4
25,Amy,Costa,F,Jacksonville,Florida,United States,United States,2015 Badwater 135,50,25,2300,DNF,,,9,9,4
25,Amy,Costa,F,Jacksonville,Florida,United States,United States,2016 Badwater 135,51,25,2130,FIN,32:47:57,,9,9,4
25,Amy,Costa,F,Jacksonville,Florida,United States,United States,2017 Badwater 135,52,25,2300,FIN,35:30:19,,9,9,4
25,Amy,Costa,F,Ponte Vedra Beach,Florida,United States,United States,2018 Badwater 135,53,25,2300,FIN,35:54:13,,9,9,4
25,Amy,Costa,F,Ponte Vedra Beach,Florida,United States,United States,2019 Badwater 135,54,25,2130,FIN,40:36:09,,9,9,4
25,Amy,Costa,F,Ponte Vedra Beach,Florida,United States,United States,2021 Badwater 135,56,25,2000,FIN,41:08:58,,9,9,4
25,Amy,Costa,F,Ponte Vedra Beach,Florida,United States,United States,2022 Badwater 135,57,25,2000,FIN,41:57:48,,9,9,4
25,Amy,Costa,F,Ponte Vedra Beach,Florida,United States,United States,2023 Badwater 135,58,25,2000,FIN,40:48:29,,9,9,4
40,Siria,Costa,F,Quatro Barras,,Brazil,Brazil,2017 Badwater 135,40,40,2000,FIN,44:45:06,,1,1,
13,Dale,Cougot,M,Garland,Texas,United States,United States,2015 Badwater 135,49,13,2130,FIN,39:23:47,,2,2,
13,Dale,Cougot,M,Garland,Texas,United States,United States,2016 Badwater 135,50,13,2130,FIN,40:36:11,,2,2,
13,Dale,Cougot,M,Garland,Texas,United States,United States,2017 Badwater 135,51,13,2130,DNF,,,2,2,
21,Michael,Coutu,M,Lipan,Texas,United States,United States,2019 Badwater 135,31,21,2130,FIN,41:21:07,,1,1,
62,Robert,Cowan,M,Coto de Caza,California,United States,United States,2012 Badwater 135,51,62,1000,FIN,41:19:09,,1,1,
,Adrian,Crane,M,,,United States,United States,1988 Badwater 135,N/A,,AM,DNF,,completed 70 miles,,,
,Adrian,Crane,M,,,United States,United States,1989 Badwater 135,N/A,,PM,DQ,,"*PM Start Time, Not AM. DQ for skiing part of the race, across the salt flats",,,
,Adrian,Crane,M,Modesto,California,United States,United States,1990 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
82,Juan,Craveri,M,Buenos Aires,,Argentina,Argentina,2014 Badwater 135,45,82,700,FIN,44:52:30,,2,2,
82,Juan,Craveri,M,Buenos Aires,,Argentina,Argentina,2015 Badwater 135,46,82,2000,DNF,,,2,2,
82,Juan,Craveri,M,Buenos Aires,,Argentina,Argentina,2017 Badwater 135,48,82,2000,FIN,45:28:31,,2,2,
18,Sada,Crawford,F,Driggs,Idaho,United States,United States,2016 Badwater 135,50,18,2300,FIN,31:12:23,,1,1,1
,Tom,Crawford,M,,,United States,United States,1987 US vs. UK Death Valley to Mt. Whitney Race,N/A,,AM,FIN,58:57:34,,1,,
,Terry,Crompton,M,,,United States,United States,1997 Badwater 135,N/A,,AM,DNF,,,,,
46,Doug,Croxall,M,,,United States,United States,2001 Badwater 135,32,46,800,FIN,52:57:56,,1,,
,Kenneth,Crutchlow,M,,,United Kingdom,United Kingdom,1987 US vs. UK Death Valley to Mt. Whitney Race,N/A,,AM,FIN,126:30:00,,1,,
28,Kermit,Cuff,M,Mountain View,California,United States,United States,2008 Badwater 135,50,28,1000,FIN,35:42:27,,3,2,2
28,Kermit,Cuff,M,Mountain View,California,United States,United States,2009 Badwater 135,51,28,1000,FIN,,,3,2,2
28,Kermit,Cuff,M,Mountain View,California,United States,United States,2011 Badwater 135,53,28,800,FIN,33:31:06,,3,2,2
85,Ron,Cunningham,M,Klamath Falls,Oregon,United States,United States,2006 Badwater 135,57,85,800,FIN,51:43:29,,1,,
99,Henri Alain,D'Andria,M,Marseille,Île-de-France,France,France,2008 Badwater 135,57,99,1000,DNF,,,,,
57,Henri Alain,D'Andria,M,Bouches du Rhone,,France,France,2007 Badwater 135,57,57,800,FIN,38:37:34,,1,1,
64,Scott,D'Angelo,M,Delray Beach,Florida,United States,United States,2012 Badwater 135,45,64,600,FIN,38:30:20,,1,1,
27,Sebastiao,Daguia,M,Resende,Rio de Janeiro,Brazil,Brazil,2009 Badwater 135,43,27,600,FIN,32:23:59,,1,1,1
28,Bruce,Dailey,M,Bondi,New South Wales,Australia,United States,2013 Badwater 135,42,28,800,FIN,39:40:08,,1,1,
26,Joao,Dami,M,Uberlandia,,Brazil,Brazil,2016 Badwater 135,58,26,2300,FIN,44:05:40,,1,1,
54,Conrad,Daniel,M,,California,United States,United States,2003 Badwater 135,54,54,600,FIN,43:30:39,,1,1,
54,Conrad,Daniel,M,,California,United States,United States,2004 Badwater 135,55,54,1000,DNF,,,1,1,
3,Taz Elizabeth,Davis,F,Key West,Florida,United States,United States,2023 Badwater 135,59,3,2000,FIN,40:04:35,,1,1,
35,Rodrigo Pereira Reinaldo,de Souza,M,BRASILIA,CANDANGOLANDIA,Brazil,Brazil,2015 Badwater 135,36,35,2300,FIN,35:13:41,,1,1,1
30,Philippe,De Witte,M,,,Belgium,Belgium,2004 Badwater 135,54,30,600,FIN,55:32:33,,1,,
,Joe,Decker,M,,Maryland,United States,United States,1999 Badwater 135,29,,AM,FIN,39:37:00,,2,2,
9,Joe,Decker,M,Gaithersburg,Maryland,United States,United States,2000 Badwater 135,30,9,600,FIN,45:12:25,,2,2,
54,Tim,Deer,M,Charleston,West Virginia,United States,United States,2019 Badwater 135,54,54,2000,FIN,36:05:18,,2,2,1
54,Tim,Deer,M,Charleston,West Virginia,United States,United States,2021 Badwater 135,56,54,2300,FIN,32:03:22,,2,2,1
54,Tim,Deer,M,Charleston,West Virginia,United States,United States,2023 Badwater 135,58,54,2200,DNF,,,2,2,1
5,Sierra,DeGroff,F,Las Vegas,Nevada,United States,United States,2023 Badwater 135,32,5,2200,FIN,39:37:48,,1,1,
,Maria,DeJesus,M,,Aberdeen,United Kingdom,United Kingdom,1999 Badwater 135,N/A,,AM,FIN,43:10:00,4th female,1,1,
5,Maria,DeJesus,M,St Helier Jersey,C.I.,United Kingdom,United Kingdom,2000 Badwater 135,35,5,600,DNF,,,1,1,
29,Kayla,Delk,F,Greeneville,Tennessee,United States,United States,2016 Badwater 135,29,29,2000,FIN,45:32:01,,3,3,
29,Kayla,Delk,F,Greeneville,Tennessee,United States,United States,2017 Badwater 135,30,29,2000,FIN,40:26:12,,3,3,
29,Kayla,Delk,F,Greeneville,Tennessee,United States,United States,2018 Badwater 135,31,29,2000,FIN,45:55:00,,3,3,
30,Kevin,Delk,M,Greeneville,Tennessee,United States,United States,2016 Badwater 135,33,30,2000,FIN,45:32:01,,6,6,1
