Bib #,First Name,Last Name,M/F,Home Town,State,Country,Nationality,Event,Age,Bib,Wave,Status,Time,Note,# Finishes,# 48h,# 36h
7,Lisa,Smith-Batchen,F,,,United States,United States,2002 Badwater 135,41,7,600,FIN,40:28:22,,10,8,
7,Lisa,Smith-Batchen,F,,Idaho,United States,United States,2003 Badwater 135,42,7,1000,FIN,52:11:39,,10,8,
7,Lisa,Smith-Batchen,F,Victor,Idaho,United States,United States,2006 Badwater 135,45,7,1000,FIN,49:23:49,,10,8,
7,Lisa,Smith-Batchen,F,Jackson,Wyoming,United States,United States,2007 Badwater 135,46,7,1000,FIN,41:54:17,,10,8,
7,Lisa,Smith-Batchen,F,Tucson,Arizona,United States,United States,2008 Badwater 135,47,7,1000,FIN,47:17:30,,10,8,
17,Lisa,Smith-Batchen,F,Driggs,Idaho,United States,United States,2011 Badwater 135,50,17,600,DNF,,,10,8,
7,Lisa,Smith-Batchen,F,Driggs,Idaho,United States,United States,2013 Badwater 135,52,7,600,DNF,,,10,8,
7,Lisa,Smith-Batchen,F,Jackson,Wyoming,United States,United States,2017 Badwater 135,56,7,2000,FIN,42:44:14,,10,8,
91,Jay,Smithberger,M,Granville,Ohio,United States,United States,2013 Badwater 135,44,91,1000,FIN,31:43:51,,2,2,1
92,Jay,Smithberger,M,Yellow Springs,Ohio,United States,United States,2015 Badwater 135,46,92,2300,FIN,36:19:20,,2,2,1
67,Marvin,Snowbarger,M,,California,United States,United States,2004 Badwater 135,67,67,600,FIN,43:08:28,,2,2,
69,Marvin,Snowbarger,M,San Jose,California,United States,United States,2006 Badwater 135,69,69,600,FIN,46:13:10,,2,2,
76,Scott,Snyder,M,Littleton,Colorado,United States,United States,2006 Badwater 135,51,76,800,FIN,44:34:20,,2,2,
76,Scott,Snyder,M,Littleton,Colorado,United States,United States,2008 Badwater 135,53,76,800,FIN,37:09:49,,2,2,
79,Brett,Sobieraski,M,KEnty,New York,United States,United States,2016 Badwater 135,50,79,2130,FIN,34:22:12,,1,1,1
76,Karsten,Solheim,M,Glendale,Arizona,United States,United States,2013 Badwater 135,76,76,600,DNF,,,,,
78,Karsten,Solheim,M,Glendale,Arizona,United States,United States,2015 Badwater 135,78,78,2000,DNF,,,,,
89,Franco,Soriano,M,Livermore,California,United States,Philippines,2017 Badwater 135,46,89,2130,FIN,37:12:52,,1,1,
81,Jose,Sosa,M,Chula Vista,California,United States,Mexico,2023 Badwater 135,42,81,2200,FIN,39:13:50,,1,1,
45,Remo,Spagnol,M,Austin,Texas,United States,United States,2022 Badwater 135,45,45,2000,FIN,40:50:34,,1,1,
65,Jovica,Spajic,M,Belgrade,,Serbia,Serbia,2015 Badwater 135,28,65,2300,FIN,29:09:02,,1,1,1
,Randy,Spears,M,,,United States,United States,1992 Badwater 135,N/A,,PM,FIN,52:00:00,"*PM Start Time, Not AM.",1,,
5,Josh,Spector,M,West Hollywood,California,United States,United States,2014 Badwater 135,41,5,800,FIN,31:55:07,,1,1,1
2,Eric,Spencer,M,Miami Beach,Florida,United States,United States,2014 Badwater 135,35,2,800,FIN,36:45:49,,2,2,
38,Eric,Spencer,M,Coconut Grove,Florida,United States,United States,2017 Badwater 135,38,38,2300,FIN,41:36:22,,2,2,
38,Eric,Spencer,M,Coconut Grove,Florida,United States,United States,2018 Badwater 135,39,38,2130,DNF,,,2,2,
38,Eric,Spencer,M,Coconut Grove,Florida,United States,United States,2019 Badwater 135,40,38,2130,DNF,,,2,2,
72,Jens,Sperlich,M,Hohenmölsen,,Germany,Germany,2023 Badwater 135,50,72,2100,FIN,30:44:17,,1,1,1
85,Alisa,Springman,F,Mercersburg,Pennsylvania,United States,United States,2008 Badwater 135,33,85,800,FIN,37:21:03,,3,3,1
85,Alisa,Springman,F,Mercersburg,Pennsylvania,United States,United States,2009 Badwater 135,34,85,1000,FIN,35:42:35,,3,3,1
85,Alisa,Springman,F,Mercersburg,Pennsylvania,United States,United States,2010 Badwater 135,35,85,1000,FIN,42:17:28,,3,3,1
82,Kevin,Spruell,M,Philadelphia,Pennsylvania,United States,United States,2022 Badwater 135,44,82,2130,FIN,38:28:09,,1,1,
95,Kevin,Stark,M,Fairhope,Alabama,United States,United States,2022 Badwater 135,43,95,2130,FIN,37:43:04,,1,1,
81,Lynne,Stark,F,,Aberdeen,United Kingdom,United Kingdom,2004 Badwater 135,42,81,1000,FIN,45:58:25,,1,1,
,George,Staub,M,,,United States,United States,1994 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
53,Eric,Steele,M,Mulvane,Kansas,United States,United States,2000 Badwater 135,35,53,800,FIN,55:45:55,,1,,
47,Manfred,Steiner,M,Buchkirchen,Upper Austria (Oberösterreich),Austria,Austria,2011 Badwater 135,47,47,800,FIN,35:18:10,,1,1,1
58,Larry,Stephens,M,Portland,Oregon,United States,United States,2014 Badwater 135,58,58,700,FIN,30:01:18,,2,2,2
58,Larry,Stephens,M,Portland,Oregon,United States,United States,2016 Badwater 135,60,58,2300,FIN,34:25:55,,2,2,2
82,Mike,Stephens,M,,California,United States,United States,2004 Badwater 135,46,82,800,FIN,44:01:30,,1,1,
99,Howie,Stern,M,,California,United States,United States,2003 Badwater 135,33,99,1000,DNF,,,,,
17,Joshua,Stevens,M,Estes Park,Colorado,United States,United States,2019 Badwater 135,48,17,2130,FIN,32:14:56,,1,1,1
28,John,Stocker,M,Bicester,,United Kingdom,United Kingdom,2022 Badwater 135,42,28,2130,FIN,37:07:17,,1,1,
54,Paul,Stone,M,Bullard,Texas,United States,United States,2000 Badwater 135,38,54,800,FIN,53:21:20,,3,1,
92,Paul,Stone,M,,,United States,United States,2001 Badwater 135,39,92,1000,FIN,37:51:21,,3,1,
82,Paul,Stone,M,,,United States,United States,2002 Badwater 135,40,82,1000,FIN,49:06:35,,3,1,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2009 Badwater 135,54,60,1000,FIN,,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2010 Badwater 135,55,60,800,FIN,39:22:11,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2011 Badwater 135,56,60,800,FIN,36:14:40,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2012 Badwater 135,57,60,800,FIN,40:05:11,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2013 Badwater 135,58,60,800,FIN,42:44:46,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2014 Badwater 135,59,60,700,FIN,42:21:30,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2015 Badwater 135,60,60,2130,FIN,40:14:10,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2016 Badwater 135,61,60,2130,FIN,38:44:59,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2017 Badwater 135,62,60,2130,DNF,,,9,8,
60,Keith,Straw,M,Malvern,Pennsylvania,United States,United Kingdom,2023 Badwater 135,68,60,2000,FIN,42:39:11,,9,8,
96,Jared,Struck,M,Layton,Utah,United States,United States,2016 Badwater 135,35,96,2000,FIN,38:57:19,,2,2,1
96,Jared,Struck,M,Wetumpka,Alabama,United States,United States,2019 Badwater 135,38,96,2130,FIN,34:59:15,,2,2,1
37,Dariusz,Strychalski,M,Lapy,Podlasie,Poland,Poland,2012 Badwater 135,37,37,600,DNF,,,1,1,
37,Dariusz,Strychalski,M,Lapy,,Poland,Poland,2014 Badwater 135,38,37,800,FIN,45:11:10,,1,1,
31,Uli,Stuwe,M,Ventura,California,United States,Germany,2017 Badwater 135,43,31,2130,FIN,27:40:24,,1,1,1
31,Uli,Stuwe,M,Ventura,California,United States,Germany,2019 Badwater 135,45,31,2300,DNF,,,1,1,1
74,Michael,Styllas,M,Corvallis,Oregon,United States,Greece,2000 Badwater 135,26,74,1000,FIN,42:25:39,,1,1,
47,Elaine,Stypula,F,Farmington Hills,Michigan,United States,United States,2012 Badwater 135,47,47,600,FIN,41:11:35,,2,2,
47,Elaine,Stypula,F,Farmington Hills,Michigan,United States,United States,2013 Badwater 135,48,47,600,FIN,44:13:09,,2,2,
41,Brett,Sublett,M,Durango,Colorado,United States,United States,2007 Badwater 135,41,41,800,FIN,43:33:32,,1,1,
24,Sandy,Suckling,F,Ashwood,,Australia,Australia,2016 Badwater 135,56,24,2300,FIN,38:58:58,,2,2,
63,Sandy,Suckling,F,Ashwood,,Australia,Australia,2023 Badwater 135,63,63,2100,FIN,46:28:04,,2,2,
71,Todd,Sullivan,M,Fort Wayne,Indiana,United States,United States,2023 Badwater 135,49,71,2100,FIN,44:31:32,,1,1,
19,Blaise,Supler,F,,,United States,United States,2002 Badwater 135,41,19,600,FIN,54:33:40,,1,,
,Dale,Sutton,M,,,United States,United States,1997 Badwater 135,N/A,,AM,FIN,38:50:00,,2,2,
,Dale,Sutton,M,,,United States,United States,1998 Badwater 135,N/A,,AM,DNF,,,2,2,
,Dale,Sutton,M,,California,United States,United States,1999 Badwater 135,N/A,,AM,FIN,36:11:00,,2,2,
62,Glenn,Sutton,M,Dunedin,,New Zealand,New Zealand,2014 Badwater 135,40,62,700,FIN,36:30:28,,3,3,
62,Glenn,Sutton,M,Dunedin,Waverley,New Zealand,New Zealand,2015 Badwater 135,41,62,2130,FIN,39:52:17,,3,3,
62,Glenn,Sutton,M,Dunedin,Otago,New Zealand,New Zealand,2019 Badwater 135,45,62,2130,FIN,39:54:44,,3,3,
50,Mike,Sweeney,M,,California,United States,United States,2005 Badwater 135,50,50,1000,FIN,36:54:15,,1,1,
51,Mike,Sweeney,M,San Rafael,California,United States,United States,2006 Badwater 135,51,51,1000,DNF,,,1,1,
47,Suzi,Swinehart,F,Fort Wayne,Indiana,United States,United States,2019 Badwater 135,47,47,2300,FIN,34:16:59,,3,3,3
47,Suzi,Swinehart,F,Fort Wayne,Indiana,United States,United States,2021 Badwater 135,49,47,2300,FIN,34:24:33,,3,3,3
47,Suzi,Swinehart,F,Warsaw,Indiana,United States,United States,2022 Badwater 135,50,47,2300,FIN,32:33:47,,3,3,3
81,Gerald,Tabios,M,Elmhurst,New York,United States,Philippines,2014 Badwater 135,44,81,600,FIN,44:40:40,,7,7,
81,Gerald,Tabios,M,Elmhurst,New York,United States,Philippines,2015 Badwater 135,45,81,2000,FIN,42:52:09,,7,7,
81,Gerald,Tabios,M,Elmhurst,New York,United States,Philippines,2016 Badwater 135,46,81,2000,FIN,41:42:20,,7,7,
81,Gerald,Tabios,M,Elmhurst,New York,United States,Philippines,2017 Badwater 135,47,81,2000,FIN,37:54:22,,7,7,
81,Gerald,Tabios,M,Elmhurst,New York,United States,Philippines,2018 Badwater 135,48,81,2000,FIN,41:31:50,,7,7,
81,Gerald,Tabios,M,Elmhurst,New York,United States,Philippines,2021 Badwater 135,51,81,2000,FIN,40:50:59,,7,7,
81,Gerald,Tabios,M,Elmhurst,New York,United States,Philippines,2022 Badwater 135,52,81,2000,FIN,39:20:24,,7,7,
32,Eric,Tadt,M,Minneapolis,Minnesota,United States,United States,2019 Badwater 135,32,32,2130,FIN,38:41:59,,2,2,1
32,Eric,Tadt,M,Minneapolis,Minnesota,United States,United States,2021 Badwater 135,34,32,2130,FIN,31:12:08,,2,2,1
43,Kazuyuki,Takahashi,M,Yamagata,,Japan,Japan,2023 Badwater 135,45,43,2200,FIN,28:28:33,,1,1,1
23,Joshua,Talley,M,Santa Monica,California,United States,United States,2015 Badwater 135,43,23,2000,FIN,38:59:05,,1,1,
86,Lisa Yvonne,Tamati-Lusskandl,F,New Plymouth,TA,New Zealand,New Zealand,2008 Badwater 135,39,86,1000,FIN,38:24:43,,2,1,
86,Lisa Yvonne,Tamati-Lusskandl,F,New Plymouth,Tara,New Zealand,New Zealand,2009 Badwater 135,40,86,1000,FIN,,,2,1,
87,Herve,Taquet,M,Ouilly le Vicomte,Île-de-France,France,France,2008 Badwater 135,47,87,800,FIN,46:58:29,,1,1,
55,Tapani,Tarnanen,M,Helsinki,,Finland,Finland,2022 Badwater 135,57,55,2000,FIN,47:35:09,,1,1,
99,Noelani,Taylor,F,Ponte Vedra Beach,Florida,United States,United States,2017 Badwater 135,37,99,2300,DNF,,,,,
39,Steve,Teal,M,,California,United States,United States,2005 Badwater 135,39,39,1000,FIN,43:56:20,,5,5,
40,Steve,Teal,M,Phelan,California,United States,United States,2006 Badwater 135,40,40,1000,FIN,42:29:16,,5,5,
40,Steve,Teal,M,Phelan,California,United States,United States,2007 Badwater 135,41,40,1000,FIN,44:16:27,,5,5,
42,Steve,Teal,M,Phelan,California,United States,United States,2008 Badwater 135,42,42,1000,FIN,45:24:20,,5,5,
42,Steve,Teal,M,Phelan,California,United States,United States,2010 Badwater 135,44,42,800,FIN,42:15:49,,5,5,
90,John,Teeples,M,Fortson,Georgia,United States,United States,2011 Badwater 135,47,90,800,FIN,29:49:00,,1,1,1
58,Francisco (Xesc),Teres Costa,M,Sabadell,Barc,Spain,Spain,2009 Badwater 135,41,58,600,FIN,39:53:41,,1,1,
5,Eloiza,Testolin Rodrigues,F,"Caxias do Sul, RS,",,Brazil,Brazil,2017 Badwater 135,38,5,2000,FIN,38:17:31,,1,1,
80,Ian,Thomas,M,Norwich,,United Kingdom,United Kingdom,2023 Badwater 135,64,80,2200,FIN,33:34:30,,1,1,1
49,Michael,Thomas,M,Fort Collins,Colorado,United States,United States,2011 Badwater 135,49,49,600,FIN,42:38:14,,1,1,
27,Tracy,Thomas,F,Champaign,Illinois,United States,United States,2007 Badwater 135,45,27,1000,FIN,37:26:44,,1,1,
89,Will,Thomas,M,Sequim,Washington,United States,United States,2018 Badwater 135,40,89,2130,FIN,38:20:05,,1,1,
92,Bill,Thompson,M,Moon Township,Pennsylvania,United States,United States,2013 Badwater 135,47,92,800,FIN,42:08:45,,3,3,
92,Bill,Thompson,M,Moon Township,Pennsylvania,United States,United States,2014 Badwater 135,48,92,700,FIN,43:16:16,,3,3,
92,Bill,Thompson,M,Moon Township,Pennsylvania,United States,United States,2016 Badwater 135,50,92,2130,FIN,41:27:46,,3,3,
,Dave,Thorpe,M,,,United States,United States,1995 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
,Robert,Thurber,M,,,United States,United States,1998 Badwater 135,N/A,,AM,DNF,,,,,
27,Robert,Thurber,M,Houston,Texas,United States,United States,2000 Badwater 135,53,27,600,DNF,,,,,
88,Jarom,Thurston,M,Payson,Utah,United States,United States,2008 Badwater 135,34,88,600,FIN,47:09:08,,2,1,
88,Jarom,Thurston,M,Payson,Utah,United States,United States,2009 Badwater 135,35,88,600,FIN,,,2,1,
88,Jarom,Thurston,M,Payson,Utah,United States,United States,2013 Badwater 135,39,88,600,DNF,,,2,1,
97,Mick,Thwaites,M,Banyo,,Australia,Australia,2015 Badwater 135,41,97,2300,FIN,26:23:10,,2,2,2
3,Mick,Thwaites,M,Banyo,,Australia,Australia,2016 Badwater 135,42,3,2300,FIN,23:52:43,,2,2,2
,Cathy,Tibbets,F,,New Mexico,United States,United States,1999 Badwater 135,N/A,,AM,FIN,43:47:00,5th female,1,1,
,Julie,Tieger,F,,,United States,United States,1998 Badwater 135,N/A,,AM,FIN,47:04:00,,1,1,
11,Michael,Tilden,M,,California,United States,United States,2005 Badwater 135,38,11,1000,FIN,39:01:10,,1,1,
95,Brian,Tjersland,M,Dartmouth,Massachusetts,United States,United States,2017 Badwater 135,50,95,2130,FIN,42:51:25,,1,1,
9,Catherine,Todd,F,Knowledge Village,Dubai,United Arab Emirates,Australia,2012 Badwater 135,33,9,1000,FIN,36:28:21,,2,2,1
9,Catherine,Todd,F,Knowledge Village,Dubai,United Arab Emirates,Australia,2013 Badwater 135,34,9,1000,FIN,29:55:29,,2,2,1
,Matthew,Toepke,M,,,United States,United States,1997 Badwater 135,N/A,,AM,FIN,40:48:00,,1,1,
69,Gilberto,Toigo,M,Porto Alegre,,Brazil,Brazil,2017 Badwater 135,55,69,2130,DNF,,,,,
62,Gilberto,Toigo,M,Porto Alegre,Rio Grande do Sul,Brazil,Brazil,2018 Badwater 135,55,62,2130,DNF,,,,,
,Beacham,Toler,M,,,United States,United States,1995 Badwater 135,N/A,,PM,FIN,50:40:29,"*PM Start Time, Not AM.",2,1,
,Beacham,Toler,M,,,United States,United States,1997 Badwater 135,N/A,,AM,FIN,43:53:00,,2,1,
67,Peter,Torjussen,M,Ebeltoft,,Denmark,Denmark,2022 Badwater 135,55,67,2130,FIN,38:09:26,,1,1,
67,Vincent,Toumazou,M,Colomiers,Midi-Pyrénées,France,France,2010 Badwater 135,42,67,800,FIN,38:04:12,,1,1,
75,Eugene,Trahern,M,Brier,Washington,United States,United States,2000 Badwater 135,37,75,1000,DNF,,,,,
84,Thorsten,Treptow,M,,Baden-Württemberg,Germany,Germany,2004 Badwater 135,38,84,800,FIN,42:45:10,,2,2,
84,Thorsten,Treptow,M,,Baden-Württemberg,Germany,Germany,2005 Badwater 135,39,84,800,FIN,43:08:46,,2,2,
84,Thorsten,Treptow,M,Cologne,Baden-Württemberg,Germany,Germany,2006 Badwater 135,40,84,800,DNF,,,2,2,
93,Mike,Trevino,M,,,United States,United States,2001 Badwater 135,26,93,1000,FIN,28:18:12,,1,1,1
,Cliff,Treyens,M,,,United States,United States,1998 Badwater 135,N/A,,AM,FIN,38:45:00,,1,1,
28,Ian,Tripp,M,Bourne,Lincolnshire,United Kingdom,United Kingdom,2000 Badwater 135,38,28,600,DNF,,,1,,
31,Ian,Tripp,M,,,United Kingdom,United Kingdom,2001 Badwater 135,39,31,600,FIN,53:57:57,,1,,
97,Tom,Triumph,M,Mountain Lakes,New Jersey,United States,United States,2007 Badwater 135,49,97,600,FIN,38:57:49,,1,1,
58,Jim,Trout,M,East Grand Rapids,Michigan,United States,United States,2017 Badwater 135,47,58,2300,FIN,39:26:48,,1,1,
98,Shane,Tucker,M,Menlo,Georgia,United States,United States,2021 Badwater 135,49,98,2000,DNF,,,1,1,
50,Shane,Tucker,M,Menlo,Georgia,United States,United States,2022 Badwater 135,50,50,2000,FIN,45:09:00,,1,1,
,Rob,Tuller,M,,,United States,United States,1991 Badwater 135,N/A,,PM,FIN,57:30:30,"*PM Start Time, Not AM.",1,,
44,John,Tyszkiewicz,M,Safffron Walden,Aberdeen,United Kingdom,United Kingdom,2006 Badwater 135,44,44,600,DQ,,,,,
29,Rob,Ulm,M,Charleston,Illinois,United States,United States,2014 Badwater 135,38,29,600,FIN,44:57:10,,1,1,
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1990 Badwater 135,39,,PM,FIN,30:31:25,"*PM Start Time, Not AM.",20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1991 Badwater 135,39,,PM,FIN,26:34:10,"*PM Start Time, Not AM.",20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1992 Badwater 135,41,,PM,FIN,26:18:00,"*PM Start Time, Not AM. Course Record. Men's PM Record.",20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1993 Badwater 135,42,,PM,FIN,28:53:00,"*PM Start Time, Not AM.",20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1994 Badwater 135,43,,PM,DNF,,"*PM Start Time, Not AM.",20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1995 Badwater 135,44,,PM,FIN,52:40:07,"*PM Start Time, Not AM.",20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1996 Badwater 135,45,,AM,FIN,33:01:00,Won DV Cup,20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1998 Badwater 135,47,,AM,FIN,30:06:00,,20,18,7
,Marshall,Ulrich,M,Ft. Morgan,Colorado,United States,United States,1999 Badwater 135,48,,AM,FIN,35:52:00,,20,18,7
1,Marshall,Ulrich,M,Brighton,Colorado,United States,United States,2000 Badwater 135,49,1,600,DNF,,,20,18,7
32,Marshall,Ulrich,M,Brighton,Colorado,United States,United States,2001 Badwater 135,50,32,600,FIN,54:59:14,,20,18,7
1,Marshall,Ulrich,M,Brighton,Colorado,United States,United States,2002 Badwater 135,51,1,600,FIN,40:48:48,,20,18,7
11,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2003 Badwater 135,52,11,1000,FIN,45:30:04,,20,18,7
12,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2004 Badwater 135,53,12,1000,FIN,44:09:49,,20,18,7
17,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2005 Badwater 135,54,17,1000,FIN,36:48:19,,20,18,7
20,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2007 Badwater 135,56,20,1000,FIN,41:44:23,,20,18,7
21,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2008 Badwater 135,57,21,1000,FIN,36:44:55,,20,18,7
22,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2009 Badwater 135,58,22,1000,DNF,,,20,18,7
22,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2010 Badwater 135,59,22,600,FIN,42:56:21,,20,18,7
23,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2011 Badwater 135,60,23,600,FIN,43:55:08,,20,18,7
24,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2012 Badwater 135,61,24,600,FIN,41:55:39,,20,18,7
26,Marshall,Ulrich,M,Idaho Springs,Colorado,United States,United States,2013 Badwater 135,62,26,600,FIN,42:20:50,,20,18,7
20,Marshall,Ulrich,M,Evergreen,Colorado,United States,United States,2015 Badwater 135,64,20,2000,FIN,42:30:50,,20,18,7
21,Marshall,Ulrich,M,Evergreen,Colorado,United States,United States,2016 Badwater 135,65,21,2000,DNF,,,20,18,7
21,Marshall,Ulrich,M,Evergreen,Colorado,United States,United States,2017 Badwater 135,66,21,2000,DNF,,,20,18,7
21,Marshall,Ulrich,M,Evergreen,Colorado,United States,United States,2018 Badwater 135,67,21,2000,DNF,,,20,18,7
,Willette,Ulrich,F,,,United States,United States,1995 Badwater 135,N/A,,PM,FIN,52:40:07,"*PM Start Time, Not AM.",1,,
18,Rajesh,Vadgama,M,Mumbai,Maharastra,India,India,2019 Badwater 135,52,18,2000,FIN,44:37:39,,1,1,
97,ZoltÃ¡n,Vajda,M,Kecskemet,,Hungary,Hungary,2016 Badwater 135,53,97,2300,FIN,31:51:31,,1,1,1
39,Simone,Valentin,F,Naples,Florida,United States,Brazil,2014 Badwater 135,38,39,600,FIN,41:27:22,,1,1,
32,Nelva,Valladares,F,Los Angeles,California,United States,Mexico,2017 Badwater 135,32,32,2300,FIN,36:23:53,,1,1,
89,Albert,Vallée,M,,Île-de-France,France,France,2005 Badwater 135,46,89,1000,FIN,29:59:18,,2,2,2
8,Albert,Vallée,M,Chauvigne,Brittany (Bretagne),France,France,2007 Badwater 135,48,8,1000,FIN,30:26:48,,2,2,2
10,Albert,Vallée,M,St Aubin de Terregatte,Manc,France,France,2009 Badwater 135,50,10,1000,DNF,,,2,2,2
,Brian,Van Oene,M,,,United States,United States,1999 Badwater 135,N/A,,AM,DNF,,,,,
57,Hans,van Zanten,M,Kansas City,Missouri,United States,United States,2022 Badwater 135,48,57,2300,FIN,28:40:29,,1,1,1
,Fred,Vance,M,,,United States,United States,1997 Badwater 135,N/A,,AM,FIN,47:00:00,,2,2,
,Fred,Vance,M,,,United States,United States,1998 Badwater 135,N/A,,AM,FIN,46:34:00,,2,2,
20,Cristina,Vasilache,F,Houston,Texas,United States,Romania,2023 Badwater 135,43,20,2000,FIN,44:12:57,,1,1,
14,Estela,Vaz Rodrigues,F,Piracicaba,Sao Paulo,Brazil,Brazil,2019 Badwater 135,44,14,2000,FIN,39:18:30,,1,1,
45,Angel,Vega,M,Gilbert,Arizona,United States,United States,2018 Badwater 135,45,45,2130,DNF,,,1,1,
73,Angel,Vega,M,Gilbert,Arizona,United States,United States,2019 Badwater 135,46,73,2000,FIN,39:48:07,,1,1,
